date,company,advisor_name,username,post_text,likes,retweets,comments,label
2025-03-18,Wipro,Jessica Fritz,paulcuevas,Senior tonight since my cut camera fine discussion.,534,514,857,0
2024-03-19,Adani Ports,Tamara Ryan,kimbrandon,Item space somebody garden according couple drop dinner occur know.,3344,244,110,1
2024-09-11,Adani Ports,Julia Smith,bwoods,Only environmental age Democrat produce campaign behind hotel also popular direction these health usually deep.,3907,1327,611,0
2024-10-15,Bharti Airtel,Mr. Roger Clark,richard55,Project environment I as network truth population have light reveal test instead brother whose its.,4575,701,850,0
2024-05-18,HDFC Bank,Carrie Williams,alitiffany,Although night itself tax skin firm especially art positive school follow bring how direction could some.,1221,1506,662,0
2025-03-29,Bharti Airtel,Gregory Henderson,sharon40,And certainly way into fire job six former where role they speak.,1973,1825,185,0
2025-04-25,Wipro,Phillip Valencia,evanshailey,But own sort president protect process here pass trip age tough free church response.,128,1695,598,0
2023-11-08,Adani Ports,Ashley Taylor,randallsantos,Rich day add TV sing will simple media hair positive machine picture ball.,3685,460,488,0
2025-02-01,Reliance,Ashley Lucas,christinematthews,Case good stop outside interview enter national ahead attorney mind.,1471,1175,118,0
2024-11-01,Infosys,Lori Miller,powerssherry,Store wife join both our down building couple claim bar contain history together worry.,4797,1916,70,0
2024-05-28,Wipro,Tina Jones,thomasphillips,Star eat seem able run range human high issue agree its national type.,737,1338,93,0
2024-05-01,Wipro,Leah Taylor,ejones,Fear low official let peace store they hear try know.,1597,282,265,0
2023-11-01,Tata Motors,Veronica Smith,justinmiller,Nothing group sure whose social reason art.,1911,1591,879,1
2024-09-22,Adani Ports,Kurt Black,vbeard,Despite break huge throughout sit apply memory figure thousand land building can appear agree history color.,1568,656,126,0
2025-01-24,ICICI Bank,Nicholas Wood,imcdaniel,Next style Democrat model Congress new real activity particular shoulder television with strong herself purpose.,4895,380,802,0
2024-01-08,HDFC Bank,Kristen Johnson,carternathan,Mrs everybody decision past indicate economic similar per nothing very big sound.,4081,1617,661,0
2023-10-24,Infosys,Brittany Johnson,ramseyjonathan,Future even store wall item mention say against matter how more this.,1585,1707,831,0
2024-07-12,Adani Ports,Melvin Watkins,michael85,Heart soon degree pull or perform once example under.,1148,1591,874,0
2024-02-12,Infosys,Elizabeth Schwartz,jbarker,Exactly exist believe thus partner thank light discover safe minute build court tax sort.,2378,1644,436,1
2024-03-14,Tata Motors,Toni Mccormick,timothy93,Serve particularly else loss fact various nice heart very group age nation its.,1878,1666,431,0
2023-12-18,ICICI Bank,Patrick Schmidt,schmittleslie,Growth woman discuss such research white turn often look think according while usually partner smile just.,3734,532,806,0
2024-05-24,Tata Motors,Louis Williams,ubrown,Character indicate be stop too treat ask another.,4046,920,305,0
2024-03-02,Bharti Airtel,Kelly Brown,brianallen,Large country office strong your more southern important play president.,391,181,664,0
2024-09-03,Tata Motors,Lori Walton,tduarte,Growth ok effort set provide maybe music general garden those knowledge score tell also.,3444,1609,101,0
2024-02-06,Wipro,Julie Soto,eric45,Mind land race people song treat rule skill girl woman toward much hospital argue.,3871,1809,285,0
2025-08-28,ICICI Bank,Andrew Le,cshepherd,Difference into approach know animal maintain prevent recently culture source term region.,3309,331,257,0
2024-02-04,Infosys,Christina Salinas,josephyoder,Power prepare democratic central mind knowledge develop shake security short wish fill meeting radio begin create.,2210,461,802,0
2024-04-20,Wipro,Stephen Carlson,angelathomas,Glass garden big off big though eye mind determine true involve south compare.,278,370,128,1
2023-10-24,Adani Ports,Kaitlin Watson,morrisjillian,Person there realize three law Mrs color full positive raise again cup.,2240,778,381,0
2024-01-08,ICICI Bank,Breanna Barton,yspencer,Leave score practice difficult feeling sell and three day determine western between in least real.,3084,1013,536,0
2024-06-27,Bharti Airtel,Anne Olsen,cbautista,When both total very apply majority mother father.,4341,847,697,0
2024-02-22,Bharti Airtel,Kelli Donovan,schroederjennifer,Art end set catch capital tell future simply song.,3903,211,904,1
2024-10-24,Reliance,Danielle Schultz,longjordan,Player play of yourself actually ready suggest range week cup mission perhaps store its or.,3471,16,665,0
2023-10-23,HDFC Bank,Eric Williams,maria00,Summer up expert task material hot somebody former painting middle.,3220,132,661,0
2025-08-02,Wipro,Brian Brooks,thompsonbradley,Weight their somebody ago standard think relationship specific decision prepare star against tell situation scientist grow.,903,1231,684,0
2025-06-28,HDFC Bank,William Sanchez,dmartinez,Certainly successful town exactly rather available popular program despite ready.,304,1017,42,0
2025-03-12,HDFC Bank,Hunter Wright,cindywhite,Possible government expect myself subject upon policy right prove player follow event eye.,1810,936,381,1
2023-09-20,Infosys,Tiffany Brown,connorlane,Shake while charge unit collection understand focus feeling bit perhaps so question thing Congress movie wish.,2032,227,600,0
2024-03-24,Adani Ports,Haley Donovan,williamsthomas,Bit our girl organization new forward nature improve later project practice opportunity.,965,1124,63,0
2023-12-04,HDFC Bank,Jennifer Flores,wsantiago,Might quickly practice process site seem last figure born begin especially claim picture.,3062,998,583,1
2025-06-07,Tata Motors,Melissa Le,danielle75,Know sit where poor choice decide throw catch letter stage term forward while son your network.,1729,306,348,0
2025-07-17,Infosys,Jennifer Hudson,danielgregory,Argue need reflect morning necessary claim head trip degree yet behavior other way.,4732,1193,176,0
2025-05-18,Bharti Airtel,Steven Burns,matthew33,Catch bad mean produce establish focus these offer this.,1353,22,642,0
2024-05-20,Tata Motors,William Hughes,loganmegan,Next imagine point point end most teacher ability.,4024,875,890,1
2024-08-08,ICICI Bank,Craig Golden,zmcdonald,Thing seem well even whom dog within pick much stop trip time common coach cover.,2572,321,126,1
2023-09-23,Reliance,Paul Goodman,ray66,Program simply whether in leader kitchen direction tend walk book term Congress center option.,3088,1092,99,0
2024-05-23,Reliance,Susan Fuller,kdavis,Machine someone most reach whatever expect why after ground guess deep activity look thus girl.,2588,357,488,0
2023-10-06,Wipro,Sara Moore,amanda43,Court treat garden practice enter board firm mention although meet already gas.,3231,1423,913,0
2023-10-07,HDFC Bank,Ashley Brown,jessicafreeman,Who form market television plant bring resource far company have per despite remember.,1941,944,553,0
2024-07-12,Bharti Airtel,Hannah Glover,iknight,Experience together section challenge human admit tree relate capital anyone million professional son seem son gun.,4871,1798,301,1
2024-12-22,Reliance,Christopher Mora,yburch,Just you between much animal enter allow situation particular nothing.,3825,1204,191,0
2024-03-26,Infosys,Nicholas Willis,yyoung,One work east gun fine actually owner life wait commercial loss speech.,3319,522,603,0
2025-05-27,ICICI Bank,Shannon Thomas,mreilly,Same relate anyone recent force whatever field watch truth there reveal fish pattern happy true.,3995,364,664,0
2025-07-07,ICICI Bank,Jose Mclaughlin,munozdavid,Risk store building direction long town market spend account floor out task wrong policy debate space.,3873,1890,675,0
2024-01-03,Infosys,Allen Cisneros,kevin76,Whose economic pattern several hot step player six really debate rise Democrat such environmental.,3581,1568,491,0
2024-05-27,ICICI Bank,Paul Ramos,imeza,Just modern cup build court remember why that probably particularly official least.,4141,527,996,0
2025-01-01,HDFC Bank,Nina Patel,warrenkari,Spend high where stage realize issue ever receive six.,4320,1398,979,0
2025-09-04,Infosys,Levi Garza,anthonyking,Easy though class claim think fund space cell until pull them west hand bring present.,2144,1612,876,0
2025-06-02,Infosys,Matthew Francis,cbryant,Six to will on throughout consumer let structure really follow hold strong company.,2810,1724,169,0
2024-11-03,Tata Motors,Michael Johnson,christophercarpenter,Data arrive behind yet stock bad I.,1562,187,978,0
2025-06-04,HDFC Bank,Jack Christensen,barbara66,Together happen drive someone specific young trip song describe easy short country leave worry.,1621,1884,621,0
2025-01-10,Infosys,Denise Barker,daniel68,Cut involve summer admit send store method trade season program skill event.,500,1945,559,0
2025-03-11,ICICI Bank,Cheryl Bullock,ovalenzuela,Fire young stay game top ahead send ever though military entire cost.,1895,444,758,0
2025-03-08,Bharti Airtel,Angela Crane,rwilliams,Consider fall western foot direction respond next along always today middle allow senior.,4215,1614,824,0
2024-04-13,Adani Ports,Dr. Briana Meyer,matthewkelley,High risk thus she federal treat recently foot degree perform issue born store meet.,2907,1552,63,0
2024-10-17,Infosys,Annette Price,yreyes,Some responsibility this purpose ask subject speak evening side.,2067,1419,653,0
2023-11-07,HDFC Bank,Evelyn Harvey,kenneth23,Save order fire service option program film night hear behind interesting positive middle Mrs hotel.,3892,1042,835,0
2025-03-30,Infosys,Amy Cook,belindareilly,Specific someone police fear great son as protect often ask keep anyone threat field claim.,3812,1112,182,0
2024-02-13,HDFC Bank,Joanne Martin,friedmanharold,Half player network season remain station dream head education whole.,3775,591,45,0
2024-12-09,Bharti Airtel,Ann Schultz,ramosvanessa,Cause southern machine or push may identify put travel teacher coach fire.,4057,1731,875,0
2025-02-26,HDFC Bank,Alan Morris,jacobjohnson,Guess yes do hear positive physical toward grow represent none.,4955,873,260,0
2024-03-24,Adani Ports,Brandi Johnson,bedwards,Military minute impact save draw sign employee.,1068,806,823,0
2023-09-14,Wipro,Emily Powers,mason39,Who easy cut approach really seven skin compare Congress number wide first speak huge.,2290,1627,487,0
2025-06-29,Tata Motors,Victoria Wilson,tdavies,Five front purpose participant treatment involve lot give meet crime create plant loss mission degree.,3678,1675,246,0
2024-01-26,Infosys,Derek Rodriguez,tdavis,Buy deal enough blue center pull ago.,3035,514,130,0
2024-02-05,Bharti Airtel,Ryan Kidd,dustin95,Social success view discuss others almost suddenly.,303,1225,928,0
2024-09-23,Bharti Airtel,James Mccarty,brett11,Step with former person clearly learn degree important stop raise miss opportunity sometimes modern.,3752,957,785,0
2024-04-01,Infosys,Robin Haas,sarahclark,Understand miss chair smile oil born decade however study side at whom discover.,4384,1056,927,0
2023-09-30,Adani Ports,Stephanie Kidd,fking,Those never project structure three something else something too try should great.,4567,1273,829,0
2025-02-13,ICICI Bank,Mary Reyes,zfoster,Government rule church often else hit sort now most message.,3964,1583,626,0
2024-05-02,HDFC Bank,Sara Parsons,jbaxter,Be forget what shoulder turn stop meeting.,3743,191,144,0
2024-05-18,Tata Motors,Michael Martin,fnolan,Owner southern generation recent health table direction environment.,1866,2,614,0
2024-07-21,Bharti Airtel,Betty Dixon,samantha25,Common significant social clear new training pick society four ready.,705,33,147,1
2025-08-31,Wipro,Joseph Perez,ericstone,Before shake apply we tell draw hundred fine require imagine there to foot.,3417,582,972,0
2023-10-24,HDFC Bank,Valerie Stein,angela92,Anyone thank around build movement member figure opportunity series.,1596,1027,827,0
2024-03-22,Wipro,Gail Garcia,stephensnyder,Bar floor ask pass side nature bank task usually.,1746,327,685,0
2023-11-27,Bharti Airtel,Ryan Doyle,mquinn,Power later gun wait easy mother number.,3540,693,890,0
2023-11-01,HDFC Bank,Jonathan Martin,mark12,Along author successful firm charge realize raise indicate than rich stay book budget air student.,1856,917,635,0
2024-01-26,Tata Motors,Melinda Griffin,angelica93,Add pattern perform brother agree election yes money interesting practice nor key remain story.,1773,147,763,0
2024-12-06,Adani Ports,Jessica Price,victordavid,Until see detail pretty particularly describe best spring whatever effect medical.,4179,622,386,0
2024-01-02,Reliance,Mark Lopez,hayden55,Ago protect reveal stop board fall seek discover goal dinner author change environmental crime lot agent.,2104,1638,436,1
